"","country","year","sex","age","suicides_no","population","gdp_for_year","gdp_per_capita","generation","continent"
"19324","Portugal",1992,"Male","35-54",145,1188870,107602689041,11445,"Boomers","Europe"
"19325","Portugal",1992,"Female","75+",40,344289,107602689041,11445,"G.I. Generation","Europe"
"19326","Portugal",1992,"Female","55-74",84,1069050,107602689041,11445,"Silent","Europe"
"19327","Portugal",1992,"Male","15-24",47,823502,107602689041,11445,"Generation X","Europe"
"19328","Portugal",1992,"Female","35-54",62,1279526,107602689041,11445,"Boomers","Europe"
"19329","Portugal",1992,"Female","25-34",33,732876,107602689041,11445,"Boomers","Europe"
"19330","Portugal",1992,"Female","15-24",17,803379,107602689041,11445,"Generation X","Europe"
"19331","Portugal",1992,"Male","5-14",5,689877,107602689041,11445,"Millenials","Europe"
"19332","Portugal",1992,"Female","5-14",0,659097,107602689041,11445,"Millenials","Europe"
"19333","Portugal",1993,"Male","75+",99,206778,95019103603,10098,"G.I. Generation","Europe"
"19334","Portugal",1993,"Male","55-74",232,903714,95019103603,10098,"Silent","Europe"
"19335","Portugal",1993,"Male","35-54",143,1200800,95019103603,10098,"Boomers","Europe"
"19336","Portugal",1993,"Male","25-34",74,719282,95019103603,10098,"Boomers","Europe"
"19337","Portugal",1993,"Female","75+",34,349176,95019103603,10098,"G.I. Generation","Europe"
"19338","Portugal",1993,"Female","55-74",68,1082362,95019103603,10098,"Silent","Europe"
"19339","Portugal",1993,"Male","15-24",36,820793,95019103603,10098,"Generation X","Europe"
"19340","Portugal",1993,"Female","35-54",51,1290364,95019103603,10098,"Boomers","Europe"
"19341","Portugal",1993,"Female","25-34",24,736460,95019103603,10098,"Boomers","Europe"
"19342","Portugal",1993,"Female","15-24",16,800378,95019103603,10098,"Generation X","Europe"
"19343","Portugal",1993,"Male","5-14",2,665003,95019103603,10098,"Millenials","Europe"
"19344","Portugal",1993,"Female","5-14",1,634972,95019103603,10098,"Millenials","Europe"
"19345","Portugal",1994,"Male","75+",99,210020,99698453261,10566,"G.I. Generation","Europe"
"19346","Portugal",1994,"Male","55-74",198,914769,99698453261,10566,"Silent","Europe"
"19347","Portugal",1994,"Male","35-54",159,1215121,99698453261,10566,"Boomers","Europe"
"19348","Portugal",1994,"Male","25-34",87,726847,99698453261,10566,"Boomers","Europe"
"19349","Portugal",1994,"Female","75+",41,354798,99698453261,10566,"G.I. Generation","Europe"
"19350","Portugal",1994,"Female","55-74",62,1095880,99698453261,10566,"Silent","Europe"
"19351","Portugal",1994,"Male","15-24",40,816152,99698453261,10566,"Generation X","Europe"
"19352","Portugal",1994,"Female","35-54",40,1303044,99698453261,10566,"Boomers","Europe"
"19353","Portugal",1994,"Female","25-34",17,741575,99698453261,10566,"Boomers","Europe"
"19354","Portugal",1994,"Female","15-24",15,795915,99698453261,10566,"Generation X","Europe"
"19355","Portugal",1994,"Male","5-14",4,645578,99698453261,10566,"Millenials","Europe"
"19356","Portugal",1994,"Female","5-14",0,616310,99698453261,10566,"Millenials","Europe"
"19357","Portugal",1995,"Male","75+",105,217126,118133634072,12469,"G.I. Generation","Europe"
"19358","Portugal",1995,"Male","55-74",205,922012,118133634072,12469,"Silent","Europe"
"19359","Portugal",1995,"Female","75+",45,365693,118133634072,12469,"G.I. Generation","Europe"
"19360","Portugal",1995,"Male","35-54",143,1234099,118133634072,12469,"Boomers","Europe"
"19361","Portugal",1995,"Male","25-34",79,734449,118133634072,12469,"Generation X","Europe"
"19362","Portugal",1995,"Female","55-74",75,1103607,118133634072,12469,"Silent","Europe"
"19363","Portugal",1995,"Male","15-24",48,810241,118133634072,12469,"Generation X","Europe"
"19364","Portugal",1995,"Female","35-54",61,1319819,118133634072,12469,"Boomers","Europe"
"19365","Portugal",1995,"Female","15-24",24,790668,118133634072,12469,"Generation X","Europe"
"19366","Portugal",1995,"Female","25-34",21,746855,118133634072,12469,"Generation X","Europe"
"19367","Portugal",1995,"Male","5-14",2,628984,118133634072,12469,"Millenials","Europe"
"19368","Portugal",1995,"Female","5-14",1,600291,118133634072,12469,"Millenials","Europe"
"19369","Portugal",1996,"Male","75+",125,225418,122629812841,12887,"G.I. Generation","Europe"
"19370","Portugal",1996,"Male","55-74",168,925062,122629812841,12887,"Silent","Europe"
"19371","Portugal",1996,"Female","75+",39,377816,122629812841,12887,"G.I. Generation","Europe"
"19372","Portugal",1996,"Male","35-54",112,1257099,122629812841,12887,"Boomers","Europe"
"19373","Portugal",1996,"Male","25-34",52,742474,122629812841,12887,"Generation X","Europe"
"19374","Portugal",1996,"Female","55-74",65,1106628,122629812841,12887,"Silent","Europe"
"19375","Portugal",1996,"Male","15-24",34,802017,122629812841,12887,"Generation X","Europe"
"19376","Portugal",1996,"Female","35-54",32,1341116,122629812841,12887,"Boomers","Europe"
"19377","Portugal",1996,"Female","25-34",13,752776,122629812841,12887,"Generation X","Europe"
"19378","Portugal",1996,"Female","15-24",12,782814,122629812841,12887,"Generation X","Europe"
"19379","Portugal",1996,"Female","5-14",1,587063,122629812841,12887,"Millenials","Europe"
"19380","Portugal",1996,"Male","5-14",0,615677,122629812841,12887,"Millenials","Europe"
"19381","Portugal",1997,"Male","75+",104,233341,117046198971,12237,"G.I. Generation","Europe"
"19382","Portugal",1997,"Male","55-74",168,928588,117046198971,12237,"Silent","Europe"
"19383","Portugal",1997,"Male","25-34",66,750974,117046198971,12237,"Generation X","Europe"
"19384","Portugal",1997,"Male","35-54",110,1281488,117046198971,12237,"Boomers","Europe"
"19385","Portugal",1997,"Female","75+",26,389094,117046198971,12237,"G.I. Generation","Europe"
"19386","Portugal",1997,"Female","55-74",56,1110808,117046198971,12237,"Silent","Europe"
"19387","Portugal",1997,"Male","15-24",34,792256,117046198971,12237,"Generation X","Europe"
"19388","Portugal",1997,"Female","35-54",40,1364112,117046198971,12237,"Boomers","Europe"
"19389","Portugal",1997,"Female","25-34",13,759306,117046198971,12237,"Generation X","Europe"
"19390","Portugal",1997,"Female","15-24",9,772813,117046198971,12237,"Generation X","Europe"
"19391","Portugal",1997,"Female","5-14",1,576490,117046198971,12237,"Millenials","Europe"
"19392","Portugal",1997,"Male","5-14",1,605309,117046198971,12237,"Millenials","Europe"
"19393","Portugal",1998,"Male","75+",84,241639,123981736420,12892,"G.I. Generation","Europe"
"19394","Portugal",1998,"Male","55-74",153,934335,123981736420,12892,"Silent","Europe"
"19395","Portugal",1998,"Female","75+",34,401444,123981736420,12892,"G.I. Generation","Europe"
"19396","Portugal",1998,"Male","35-54",104,1305246,123981736420,12892,"Boomers","Europe"
"19397","Portugal",1998,"Male","25-34",45,758867,123981736420,12892,"Generation X","Europe"
"19398","Portugal",1998,"Female","55-74",59,1116623,123981736420,12892,"Silent","Europe"
"19399","Portugal",1998,"Male","15-24",29,781857,123981736420,12892,"Generation X","Europe"
"19400","Portugal",1998,"Female","35-54",30,1385950,123981736420,12892,"Boomers","Europe"
"19401","Portugal",1998,"Female","25-34",11,765333,123981736420,12892,"Generation X","Europe"
"19402","Portugal",1998,"Female","15-24",6,761601,123981736420,12892,"Generation X","Europe"
"19403","Portugal",1998,"Male","5-14",1,596248,123981736420,12892,"Millenials","Europe"
"19404","Portugal",1998,"Female","5-14",0,567967,123981736420,12892,"Millenials","Europe"
"19405","Portugal",1999,"Male","75+",96,250216,127465545493,13180,"G.I. Generation","Europe"
"19406","Portugal",1999,"Male","55-74",141,941388,127465545493,13180,"Silent","Europe"
"19407","Portugal",1999,"Female","75+",45,414314,127465545493,13180,"G.I. Generation","Europe"
"19408","Portugal",1999,"Male","35-54",108,1329116,127465545493,13180,"Boomers","Europe"
"19409","Portugal",1999,"Male","25-34",40,767148,127465545493,13180,"Generation X","Europe"
"19410","Portugal",1999,"Female","55-74",46,1123838,127465545493,13180,"Silent","Europe"
"19411","Portugal",1999,"Male","15-24",21,769488,127465545493,13180,"Generation X","Europe"
"19412","Portugal",1999,"Female","25-34",13,771565,127465545493,13180,"Generation X","Europe"
"19413","Portugal",1999,"Female","35-54",23,1407201,127465545493,13180,"Boomers","Europe"
"19414","Portugal",1999,"Female","15-24",8,748095,127465545493,13180,"Generation X","Europe"
"19415","Portugal",1999,"Female","5-14",3,560516,127465545493,13180,"Millenials","Europe"
"19416","Portugal",1999,"Male","5-14",1,588472,127465545493,13180,"Millenials","Europe"
"19417","Portugal",2000,"Male","75+",105,260379,118358489958,12152,"G.I. Generation","Europe"
"19418","Portugal",2000,"Male","55-74",143,951836,118358489958,12152,"Silent","Europe"
"19419","Portugal",2000,"Male","35-54",101,1354391,118358489958,12152,"Boomers","Europe"
"19420","Portugal",2000,"Female","75+",31,429204,118358489958,12152,"G.I. Generation","Europe"
"19421","Portugal",2000,"Male","25-34",40,776214,118358489958,12152,"Generation X","Europe"
"19422","Portugal",2000,"Male","15-24",28,756755,118358489958,12152,"Generation X","Europe"
"19423","Portugal",2000,"Female","55-74",38,1134765,118358489958,12152,"Silent","Europe"
"19424","Portugal",2000,"Female","35-54",22,1428612,118358489958,12152,"Boomers","Europe"
"19425","Portugal",2000,"Female","25-34",9,778058,118358489958,12152,"Generation X","Europe"
"19426","Portugal",2000,"Female","15-24",7,734617,118358489958,12152,"Generation X","Europe"
"19427","Portugal",2000,"Female","5-14",0,553311,118358489958,12152,"Millenials","Europe"
"19428","Portugal",2000,"Male","5-14",0,581943,118358489958,12152,"Millenials","Europe"
"19429","Portugal",2001,"Male","75+",132,270471,121545880984,12391,"Silent","Europe"
"19430","Portugal",2001,"Male","55-74",179,962517,121545880984,12391,"Silent","Europe"
"19431","Portugal",2001,"Male","25-34",88,788070,121545880984,12391,"Generation X","Europe"
"19432","Portugal",2001,"Male","35-54",145,1378448,121545880984,12391,"Boomers","Europe"
"19433","Portugal",2001,"Female","75+",40,444610,121545880984,12391,"Silent","Europe"
"19434","Portugal",2001,"Female","55-74",65,1145478,121545880984,12391,"Silent","Europe"
"19435","Portugal",2001,"Male","15-24",41,739952,121545880984,12391,"Millenials","Europe"
"19436","Portugal",2001,"Female","35-54",48,1448912,121545880984,12391,"Boomers","Europe"
"19437","Portugal",2001,"Female","25-34",13,787868,121545880984,12391,"Generation X","Europe"
"19438","Portugal",2001,"Female","15-24",8,717211,121545880984,12391,"Millenials","Europe"
"19439","Portugal",2001,"Female","5-14",1,547872,121545880984,12391,"Millenials","Europe"
"19440","Portugal",2001,"Male","5-14",1,578127,121545880984,12391,"Millenials","Europe"
"19441","Portugal",2002,"Male","75+",188,277989,134228697534,13614,"Silent","Europe"
"19442","Portugal",2002,"Male","55-74",305,970633,134228697534,13614,"Silent","Europe"
"19443","Portugal",2002,"Male","35-54",284,1398674,134228697534,13614,"Boomers","Europe"
"19444","Portugal",2002,"Male","25-34",118,799894,134228697534,13614,"Generation X","Europe"
"19445","Portugal",2002,"Female","75+",55,457011,134228697534,13614,"Silent","Europe"
"19446","Portugal",2002,"Female","55-74",87,1154273,134228697534,13614,"Silent","Europe"
"19447","Portugal",2002,"Male","15-24",50,716414,134228697534,13614,"Millenials","Europe"
"19448","Portugal",2002,"Female","35-54",81,1468439,134228697534,13614,"Boomers","Europe"
"19449","Portugal",2002,"Female","25-34",28,800649,134228697534,13614,"Generation X","Europe"
"19450","Portugal",2002,"Female","15-24",10,694535,134228697534,13614,"Millenials","Europe"
"19451","Portugal",2002,"Female","5-14",2,545281,134228697534,13614,"Millenials","Europe"
"19452","Portugal",2002,"Male","5-14",2,576040,134228697534,13614,"Millenials","Europe"
"19453","Portugal",2003,"Male","75+",197,284603,164964195260,16671,"Silent","Europe"
"19454","Portugal",2003,"Male","55-74",287,980972,164964195260,16671,"Silent","Europe"
"19455","Portugal",2003,"Male","35-54",263,1412952,164964195260,16671,"Boomers","Europe"
"19456","Portugal",2003,"Male","25-34",103,805301,164964195260,16671,"Generation X","Europe"
"19457","Portugal",2003,"Female","75+",58,468138,164964195260,16671,"Silent","Europe"
"19458","Portugal",2003,"Female","55-74",101,1165788,164964195260,16671,"Silent","Europe"
"19459","Portugal",2003,"Male","15-24",39,693733,164964195260,16671,"Millenials","Europe"
"19460","Portugal",2003,"Female","35-54",66,1483262,164964195260,16671,"Boomers","Europe"
"19461","Portugal",2003,"Female","25-34",31,809290,164964195260,16671,"Generation X","Europe"
"19462","Portugal",2003,"Female","15-24",11,672993,164964195260,16671,"Millenials","Europe"
"19463","Portugal",2003,"Female","5-14",0,544037,164964195260,16671,"Millenials","Europe"
"19464","Portugal",2003,"Male","5-14",0,573940,164964195260,16671,"Millenials","Europe"
"19465","Portugal",2007,"Male","75+",202,321263,240169336162,24003,"Silent","Europe"
"19466","Portugal",2007,"Male","55-74",245,1027686,240169336162,24003,"Silent","Europe"
"19467","Portugal",2007,"Male","35-54",207,1460075,240169336162,24003,"Boomers","Europe"
"19468","Portugal",2007,"Female","75+",62,525914,240169336162,24003,"Silent","Europe"
"19469","Portugal",2007,"Male","25-34",71,786823,240169336162,24003,"Generation X","Europe"
"19470","Portugal",2007,"Female","55-74",101,1211662,240169336162,24003,"Silent","Europe"
"19471","Portugal",2007,"Female","35-54",75,1535559,240169336162,24003,"Boomers","Europe"
"19472","Portugal",2007,"Male","15-24",26,623691,240169336162,24003,"Millenials","Europe"
"19473","Portugal",2007,"Female","25-34",18,799081,240169336162,24003,"Generation X","Europe"
"19474","Portugal",2007,"Female","15-24",11,600807,240169336162,24003,"Millenials","Europe"
"19475","Portugal",2007,"Female","5-14",2,541722,240169336162,24003,"Generation Z","Europe"
"19476","Portugal",2007,"Male","5-14",0,571430,240169336162,24003,"Generation Z","Europe"
"19477","Portugal",2008,"Male","75+",198,331536,262007590450,26121,"Silent","Europe"
"19478","Portugal",2008,"Male","55-74",256,1038777,262007590450,26121,"Silent","Europe"
"19479","Portugal",2008,"Male","35-54",236,1474833,262007590450,26121,"Boomers","Europe"
"19480","Portugal",2008,"Female","75+",58,542185,262007590450,26121,"Silent","Europe"
"19481","Portugal",2008,"Male","25-34",75,772208,262007590450,26121,"Generation X","Europe"
"19482","Portugal",2008,"Female","55-74",98,1222971,262007590450,26121,"Silent","Europe"
"19483","Portugal",2008,"Male","15-24",27,610336,262007590450,26121,"Millenials","Europe"
"19484","Portugal",2008,"Female","35-54",64,1552092,262007590450,26121,"Boomers","Europe"
"19485","Portugal",2008,"Female","25-34",17,786674,262007590450,26121,"Generation X","Europe"
"19486","Portugal",2008,"Female","15-24",7,589161,262007590450,26121,"Millenials","Europe"
"19487","Portugal",2008,"Male","5-14",2,569683,262007590450,26121,"Generation Z","Europe"
"19488","Portugal",2008,"Female","5-14",0,540184,262007590450,26121,"Generation Z","Europe"
"19489","Portugal",2009,"Male","75+",202,341119,243745748819,24254,"Silent","Europe"
"19490","Portugal",2009,"Male","55-74",250,1050939,243745748819,24254,"Silent","Europe"
"19491","Portugal",2009,"Male","35-54",235,1490036,243745748819,24254,"Boomers","Europe"
"19492","Portugal",2009,"Female","75+",58,557541,243745748819,24254,"Silent","Europe"
"19493","Portugal",2009,"Male","25-34",74,752496,243745748819,24254,"Generation X","Europe"
"19494","Portugal",2009,"Male","15-24",41,597960,243745748819,24254,"Millenials","Europe"
"19495","Portugal",2009,"Female","55-74",74,1234820,243745748819,24254,"Silent","Europe"
"19496","Portugal",2009,"Female","35-54",66,1570466,243745748819,24254,"Boomers","Europe"
"19497","Portugal",2009,"Female","25-34",16,769405,243745748819,24254,"Generation X","Europe"
"19498","Portugal",2009,"Female","15-24",8,578987,243745748819,24254,"Millenials","Europe"
"19499","Portugal",2009,"Male","5-14",1,567117,243745748819,24254,"Generation Z","Europe"
"19500","Portugal",2009,"Female","5-14",0,539032,243745748819,24254,"Generation Z","Europe"
"19501","Portugal",2010,"Male","75+",233,352383,238303443425,23673,"Silent","Europe"
"19502","Portugal",2010,"Male","55-74",257,1063945,238303443425,23673,"Silent","Europe"
"19503","Portugal",2010,"Male","35-54",258,1505279,238303443425,23673,"Generation X","Europe"
"19504","Portugal",2010,"Female","75+",64,576570,238303443425,23673,"Silent","Europe"
"19505","Portugal",2010,"Male","25-34",58,726634,238303443425,23673,"Generation X","Europe"
"19506","Portugal",2010,"Female","55-74",89,1247958,238303443425,23673,"Silent","Europe"
"19507","Portugal",2010,"Male","15-24",27,587910,238303443425,23673,"Millenials","Europe"
"19508","Portugal",2010,"Female","35-54",72,1588670,238303443425,23673,"Generation X","Europe"
"19509","Portugal",2010,"Female","25-34",27,746475,238303443425,23673,"Generation X","Europe"
"19510","Portugal",2010,"Female","15-24",12,570703,238303443425,23673,"Millenials","Europe"
"19511","Portugal",2010,"Female","5-14",1,536374,238303443425,23673,"Generation Z","Europe"
"19512","Portugal",2010,"Male","5-14",1,563727,238303443425,23673,"Generation Z","Europe"
"19513","Portugal",2011,"Male","75+",189,364718,244895101712,24337,"Silent","Europe"
"19514","Portugal",2011,"Male","55-74",271,1074797,244895101712,24337,"Boomers","Europe"
"19515","Portugal",2011,"Male","35-54",253,1514441,244895101712,24337,"Generation X","Europe"
"19516","Portugal",2011,"Male","25-34",64,696595,244895101712,24337,"Millenials","Europe"
"19517","Portugal",2011,"Female","75+",43,596657,244895101712,24337,"Silent","Europe"
"19518","Portugal",2011,"Female","55-74",80,1258617,244895101712,24337,"Boomers","Europe"
"19519","Portugal",2011,"Female","35-54",76,1603401,244895101712,24337,"Generation X","Europe"
"19520","Portugal",2011,"Male","15-24",15,580769,244895101712,24337,"Millenials","Europe"
"19521","Portugal",2011,"Female","25-34",15,719014,244895101712,24337,"Millenials","Europe"
"19522","Portugal",2011,"Female","15-24",9,564521,244895101712,24337,"Millenials","Europe"
"19523","Portugal",2011,"Male","5-14",2,558039,244895101712,24337,"Generation Z","Europe"
"19524","Portugal",2011,"Female","5-14",0,531246,244895101712,24337,"Generation Z","Europe"
"19525","Portugal",2012,"Male","75+",223,374103,216368178659,21573,"Silent","Europe"
"19526","Portugal",2012,"Male","55-74",270,1085321,216368178659,21573,"Boomers","Europe"
"19527","Portugal",2012,"Male","35-54",280,1515053,216368178659,21573,"Generation X","Europe"
"19528","Portugal",2012,"Female","75+",62,610698,216368178659,21573,"Silent","Europe"
"19529","Portugal",2012,"Male","25-34",59,665893,216368178659,21573,"Millenials","Europe"
"19530","Portugal",2012,"Female","55-74",84,1268923,216368178659,21573,"Boomers","Europe"
"19531","Portugal",2012,"Male","15-24",26,573583,216368178659,21573,"Millenials","Europe"
"19532","Portugal",2012,"Female","35-54",54,1613054,216368178659,21573,"Generation X","Europe"
"19533","Portugal",2012,"Female","15-24",8,557669,216368178659,21573,"Millenials","Europe"
"19534","Portugal",2012,"Female","25-34",9,689005,216368178659,21573,"Millenials","Europe"
"19535","Portugal",2012,"Male","5-14",1,551120,216368178659,21573,"Generation Z","Europe"
"19536","Portugal",2012,"Female","5-14",0,524974,216368178659,21573,"Generation Z","Europe"
"19537","Portugal",2013,"Male","75+",203,381802,226073492966,22641,"Silent","Europe"
"19538","Portugal",2013,"Male","55-74",275,1096265,226073492966,22641,"Boomers","Europe"
"19539","Portugal",2013,"Male","35-54",251,1507001,226073492966,22641,"Generation X","Europe"
"19540","Portugal",2013,"Male","25-34",62,638768,226073492966,22641,"Millenials","Europe"
"19541","Portugal",2013,"Female","75+",58,622105,226073492966,22641,"Silent","Europe"
"19542","Portugal",2013,"Female","55-74",95,1281422,226073492966,22641,"Boomers","Europe"
"19543","Portugal",2013,"Female","35-54",63,1615851,226073492966,22641,"Generation X","Europe"
"19544","Portugal",2013,"Male","15-24",20,566585,226073492966,22641,"Millenials","Europe"
"19545","Portugal",2013,"Female","25-34",20,661074,226073492966,22641,"Millenials","Europe"
"19546","Portugal",2013,"Female","15-24",5,550397,226073492966,22641,"Millenials","Europe"
"19547","Portugal",2013,"Female","5-14",0,518597,226073492966,22641,"Generation Z","Europe"
"19548","Portugal",2013,"Male","5-14",0,545207,226073492966,22641,"Generation Z","Europe"
"19549","Portugal",2014,"Male","75+",244,389841,229629822122,23091,"Silent","Europe"
"19550","Portugal",2014,"Male","55-74",289,1106750,229629822122,23091,"Boomers","Europe"
"19551","Portugal",2014,"Male","35-54",298,1492604,229629822122,23091,"Generation X","Europe"
"19552","Portugal",2014,"Female","75+",67,633908,229629822122,23091,"Silent","Europe"
"19553","Portugal",2014,"Male","25-34",65,617765,229629822122,23091,"Millenials","Europe"
"19554","Portugal",2014,"Female","55-74",105,1294186,229629822122,23091,"Boomers","Europe"
"19555","Portugal",2014,"Female","35-54",95,1613721,229629822122,23091,"Generation X","Europe"
"19556","Portugal",2014,"Male","15-24",28,562495,229629822122,23091,"Millenials","Europe"
"19557","Portugal",2014,"Female","25-34",21,638072,229629822122,23091,"Millenials","Europe"
"19558","Portugal",2014,"Female","15-24",8,545684,229629822122,23091,"Millenials","Europe"
"19559","Portugal",2014,"Female","5-14",2,511478,229629822122,23091,"Generation Z","Europe"
"19560","Portugal",2014,"Male","5-14",0,537929,229629822122,23091,"Generation Z","Europe"
"19561","Puerto Rico",1985,"Male","75+",25,46600,20289200000,6582,"G.I. Generation","Americas"
"19562","Puerto Rico",1985,"Male","55-74",66,200900,20289200000,6582,"G.I. Generation","Americas"
"19563","Puerto Rico",1985,"Male","35-54",70,322500,20289200000,6582,"Silent","Americas"
"19564","Puerto Rico",1985,"Male","25-34",43,235800,20289200000,6582,"Boomers","Americas"
"19565","Puerto Rico",1985,"Male","15-24",28,321500,20289200000,6582,"Generation X","Americas"
"19566","Puerto Rico",1985,"Female","75+",4,53900,20289200000,6582,"G.I. Generation","Americas"
"19567","Puerto Rico",1985,"Female","55-74",11,214700,20289200000,6582,"G.I. Generation","Americas"
"19568","Puerto Rico",1985,"Female","25-34",8,267500,20289200000,6582,"Boomers","Americas"
"19569","Puerto Rico",1985,"Female","35-54",8,361600,20289200000,6582,"Silent","Americas"
"19570","Puerto Rico",1985,"Female","15-24",3,336300,20289200000,6582,"Generation X","Americas"
"19571","Puerto Rico",1985,"Male","5-14",2,368000,20289200000,6582,"Generation X","Americas"
"19572","Puerto Rico",1985,"Female","5-14",1,353200,20289200000,6582,"Generation X","Americas"
"19573","Puerto Rico",1986,"Male","75+",35,49800,22009300000,7002,"G.I. Generation","Americas"
"19574","Puerto Rico",1986,"Male","55-74",64,198000,22009300000,7002,"G.I. Generation","Americas"
"19575","Puerto Rico",1986,"Male","35-54",94,342800,22009300000,7002,"Silent","Americas"
"19576","Puerto Rico",1986,"Male","25-34",60,241300,22009300000,7002,"Boomers","Americas"
"19577","Puerto Rico",1986,"Female","75+",4,58800,22009300000,7002,"G.I. Generation","Americas"
"19578","Puerto Rico",1986,"Male","15-24",18,343800,22009300000,7002,"Generation X","Americas"
"19579","Puerto Rico",1986,"Female","35-54",16,392500,22009300000,7002,"Silent","Americas"
"19580","Puerto Rico",1986,"Female","55-74",7,225300,22009300000,7002,"G.I. Generation","Americas"
"19581","Puerto Rico",1986,"Female","25-34",8,271700,22009300000,7002,"Boomers","Americas"
"19582","Puerto Rico",1986,"Female","15-24",3,339700,22009300000,7002,"Generation X","Americas"
"19583","Puerto Rico",1986,"Male","5-14",1,345800,22009300000,7002,"Generation X","Americas"
"19584","Puerto Rico",1986,"Female","5-14",0,333700,22009300000,7002,"Generation X","Americas"
"19585","Puerto Rico",1987,"Male","75+",23,50100,24025800000,7533,"G.I. Generation","Americas"
"19586","Puerto Rico",1987,"Male","55-74",67,200800,24025800000,7533,"G.I. Generation","Americas"
"19587","Puerto Rico",1987,"Male","35-54",72,348000,24025800000,7533,"Silent","Americas"
"19588","Puerto Rico",1987,"Male","25-34",46,244900,24025800000,7533,"Boomers","Americas"
"19589","Puerto Rico",1987,"Male","15-24",25,348900,24025800000,7533,"Generation X","Americas"
"19590","Puerto Rico",1987,"Female","75+",4,59700,24025800000,7533,"G.I. Generation","Americas"
"19591","Puerto Rico",1987,"Female","35-54",16,398300,24025800000,7533,"Silent","Americas"
"19592","Puerto Rico",1987,"Female","55-74",9,228600,24025800000,7533,"G.I. Generation","Americas"
"19593","Puerto Rico",1987,"Female","15-24",5,344700,24025800000,7533,"Generation X","Americas"
"19594","Puerto Rico",1987,"Female","25-34",4,275800,24025800000,7533,"Boomers","Americas"
"19595","Puerto Rico",1987,"Male","5-14",1,351000,24025800000,7533,"Generation X","Americas"
"19596","Puerto Rico",1987,"Female","5-14",0,338600,24025800000,7533,"Generation X","Americas"
"19597","Puerto Rico",1988,"Male","75+",31,51200,26385800000,8155,"G.I. Generation","Americas"
"19598","Puerto Rico",1988,"Male","55-74",61,203700,26385800000,8155,"G.I. Generation","Americas"
"19599","Puerto Rico",1988,"Male","35-54",97,352800,26385800000,8155,"Silent","Americas"
"19600","Puerto Rico",1988,"Male","25-34",60,248400,26385800000,8155,"Boomers","Americas"
"19601","Puerto Rico",1988,"Male","15-24",32,354000,26385800000,8155,"Generation X","Americas"
"19602","Puerto Rico",1988,"Female","55-74",7,232000,26385800000,8155,"G.I. Generation","Americas"
"19603","Puerto Rico",1988,"Female","35-54",11,404000,26385800000,8155,"Silent","Americas"
"19604","Puerto Rico",1988,"Female","25-34",7,279800,26385800000,8155,"Boomers","Americas"
"19605","Puerto Rico",1988,"Female","15-24",4,349700,26385800000,8155,"Generation X","Americas"
"19606","Puerto Rico",1988,"Male","5-14",3,356100,26385800000,8155,"Generation X","Americas"
"19607","Puerto Rico",1988,"Female","5-14",1,343400,26385800000,8155,"Generation X","Americas"
"19608","Puerto Rico",1988,"Female","75+",0,60500,26385800000,8155,"G.I. Generation","Americas"
"19609","Puerto Rico",1989,"Male","75+",32,52000,28161200000,8576,"G.I. Generation","Americas"
"19610","Puerto Rico",1989,"Male","55-74",63,206700,28161200000,8576,"G.I. Generation","Americas"
"19611","Puerto Rico",1989,"Male","35-54",107,358100,28161200000,8576,"Silent","Americas"
"19612","Puerto Rico",1989,"Male","25-34",67,252100,28161200000,8576,"Boomers","Americas"
"19613","Puerto Rico",1989,"Male","15-24",22,359300,28161200000,8576,"Generation X","Americas"
"19614","Puerto Rico",1989,"Female","75+",3,61400,28161200000,8576,"G.I. Generation","Americas"
"19615","Puerto Rico",1989,"Female","35-54",16,410100,28161200000,8576,"Silent","Americas"
"19616","Puerto Rico",1989,"Female","55-74",7,235400,28161200000,8576,"G.I. Generation","Americas"
"19617","Puerto Rico",1989,"Female","25-34",5,283900,28161200000,8576,"Boomers","Americas"
"19618","Puerto Rico",1989,"Female","15-24",3,354900,28161200000,8576,"Generation X","Americas"
"19619","Puerto Rico",1989,"Female","5-14",1,348500,28161200000,8576,"Generation X","Americas"
"19620","Puerto Rico",1989,"Male","5-14",1,361400,28161200000,8576,"Generation X","Americas"
"19621","Puerto Rico",1990,"Male","75+",32,53000,30603919000,9552,"G.I. Generation","Americas"
"19622","Puerto Rico",1990,"Male","55-74",79,194000,30603919000,9552,"G.I. Generation","Americas"
"19623","Puerto Rico",1990,"Male","35-54",115,359000,30603919000,9552,"Silent","Americas"
"19624","Puerto Rico",1990,"Male","25-34",71,283000,30603919000,9552,"Boomers","Americas"
"19625","Puerto Rico",1990,"Male","15-24",34,327000,30603919000,9552,"Generation X","Americas"
"19626","Puerto Rico",1990,"Female","55-74",10,231000,30603919000,9552,"G.I. Generation","Americas"
"19627","Puerto Rico",1990,"Female","35-54",13,416000,30603919000,9552,"Silent","Americas"
"19628","Puerto Rico",1990,"Female","25-34",9,299000,30603919000,9552,"Boomers","Americas"
"19629","Puerto Rico",1990,"Female","15-24",5,316000,30603919000,9552,"Generation X","Americas"
"19630","Puerto Rico",1990,"Male","5-14",2,335000,30603919000,9552,"Generation X","Americas"
"19631","Puerto Rico",1990,"Female","5-14",1,321000,30603919000,9552,"Generation X","Americas"
"19632","Puerto Rico",1990,"Female","75+",0,70000,30603919000,9552,"G.I. Generation","Americas"
"19633","Puerto Rico",1991,"Male","75+",43,57200,32287031000,9974,"G.I. Generation","Americas"
